study,year,location,state,rep,n_spray,brand_name,group,active_ingred,sev,yld
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,CHECK,CHECK,CHECK,60,1820.3
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,CHECK,CHECK,CHECK,50,1390.9
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Domark,DMI,tetraconazol,11,2558.1
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Domark,DMI,tetraconazol,1,3071
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Domark,DMI,tetraconazol,1,3152.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Domark,DMI,tetraconazol,1,3074.4
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Eminent,DMI,tetraconazol,1,3134.1
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Eminent,DMI,tetraconazol,1,3534.6
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Eminent,DMI,tetraconazol,1,3235.1
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Eminent,DMI,tetraconazol,1,3151.1
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,FOLICUR,DMI,tebuconazole,1,3885.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,FOLICUR,DMI,tebuconazole,1,3327.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,FOLICUR,DMI,tebuconazole,1,3132.4
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,FOLICUR,DMI,tebuconazole,1,3389.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,2,3405.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1,2805.2
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1,3135.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1,3104
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Opus,DMI,epoxiconazole,6,2606.9
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Opus,DMI,epoxiconazole,3,3098.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Opus,DMI,epoxiconazole,1,3033.7
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Opus,DMI,epoxiconazole,1,3380.4
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,1,3428.7
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,1,3551.3
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,1,3855
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,1,3166.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Punch,DMI_MBC,flusilazole + carbendazim,16,2155.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Punch,DMI_MBC,flusilazole + carbendazim,8,2486
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Punch,DMI_MBC,flusilazole + carbendazim,3,3071.6
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Punch,DMI_MBC,flusilazole + carbendazim,13,3019.9
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Rival,DMI,tebuconazole,2,3386.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Rival,DMI,tebuconazole,1,3535.2
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Rival,DMI,tebuconazole,1,3001.8
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Rival,DMI,tebuconazole,1,3184
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Rubigan,DMI,fenarimol,29,1906.7
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Rubigan,DMI,fenarimol,13,2515.3
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Rubigan,DMI,fenarimol,18,2148.4
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Rubigan,DMI,fenarimol,1,2788.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,1,,Systhane,DMI,myclobutanil,21,2069.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,2,,Systhane,DMI,myclobutanil,8,3254.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,3,,Systhane,DMI,myclobutanil,1,4273.5
1,2005,LUÍS EDUARDO MAGALHÃES,BA,4,,Systhane,DMI,myclobutanil,1,2694.6
2,2005,LONDRINA,PR,1,,Alert,DMI_MBC,flusilazole + carbendazim,0.6,2489.8
2,2005,LONDRINA,PR,2,,Alert,DMI_MBC,flusilazole + carbendazim,2,2458.4
2,2005,LONDRINA,PR,3,,Alert,DMI_MBC,flusilazole + carbendazim,2.4,2469.3
2,2005,LONDRINA,PR,4,,Alert,DMI_MBC,flusilazole + carbendazim,1.3,1350.8
2,2005,LONDRINA,PR,1,,Artea,DMI_DMI,cyproconazole + propiconazole,2.4,1977
2,2005,LONDRINA,PR,2,,Artea,DMI_DMI,cyproconazole + propiconazole,1,2295
2,2005,LONDRINA,PR,3,,Artea,DMI_DMI,cyproconazole + propiconazole,1.1,2054.8
2,2005,LONDRINA,PR,4,,Artea,DMI_DMI,cyproconazole + propiconazole,2,2568.7
2,2005,LONDRINA,PR,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.2,2008.9
2,2005,LONDRINA,PR,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.9,2330.9
2,2005,LONDRINA,PR,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,1.1,2235.6
2,2005,LONDRINA,PR,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,2,2820.2
2,2005,LONDRINA,PR,1,,Charisma,QOI_DMI,flusilazole + famoxadone,0.7,2267.9
2,2005,LONDRINA,PR,2,,Charisma,QOI_DMI,flusilazole + famoxadone,1.6,2440.6
2,2005,LONDRINA,PR,3,,Charisma,QOI_DMI,flusilazole + famoxadone,1.9,2156.6
2,2005,LONDRINA,PR,4,,Charisma,QOI_DMI,flusilazole + famoxadone,1.2,2571.6
2,2005,LONDRINA,PR,1,,CHECK,CHECK,CHECK,25.8,1899.7
2,2005,LONDRINA,PR,2,,CHECK,CHECK,CHECK,50,2108.2
2,2005,LONDRINA,PR,3,,CHECK,CHECK,CHECK,43.3,2025.2
2,2005,LONDRINA,PR,4,,CHECK,CHECK,CHECK,29,2126.8
2,2005,LONDRINA,PR,1,,Domark,DMI,tetraconazol,0.5,2041
2,2005,LONDRINA,PR,2,,Domark,DMI,tetraconazol,2.2,2363.1
2,2005,LONDRINA,PR,3,,Domark,DMI,tetraconazol,0.8,1964.9
2,2005,LONDRINA,PR,4,,Domark,DMI,tetraconazol,1.9,2392.5
2,2005,LONDRINA,PR,1,,Eminent,DMI,tetraconazol,0.5,2565.6
2,2005,LONDRINA,PR,2,,Eminent,DMI,tetraconazol,2.5,2198.7
2,2005,LONDRINA,PR,3,,Eminent,DMI,tetraconazol,1.2,2048
2,2005,LONDRINA,PR,4,,Eminent,DMI,tetraconazol,0.8,2336
2,2005,LONDRINA,PR,1,,FOLICUR,DMI,tebuconazole,0.9,2089.7
2,2005,LONDRINA,PR,2,,FOLICUR,DMI,tebuconazole,1.3,1820.1
2,2005,LONDRINA,PR,3,,FOLICUR,DMI,tebuconazole,1.2,1976.4
2,2005,LONDRINA,PR,4,,FOLICUR,DMI,tebuconazole,1,1962.7
2,2005,LONDRINA,PR,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1,2059.6
2,2005,LONDRINA,PR,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,2.6,1453.1
2,2005,LONDRINA,PR,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1.3,1615.5
2,2005,LONDRINA,PR,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1.7,1332.1
2,2005,LONDRINA,PR,1,,Opus,DMI,epoxiconazole,0.6,2436.8
2,2005,LONDRINA,PR,2,,Opus,DMI,epoxiconazole,2.9,2198.5
2,2005,LONDRINA,PR,3,,Opus,DMI,epoxiconazole,1.2,2089.7
2,2005,LONDRINA,PR,4,,Opus,DMI,epoxiconazole,2.1,2172.4
2,2005,LONDRINA,PR,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.5,2352.6
2,2005,LONDRINA,PR,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.7,2147.4
2,2005,LONDRINA,PR,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.7,2255.4
2,2005,LONDRINA,PR,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,1,2196.6
2,2005,LONDRINA,PR,1,,Punch,DMI_MBC,flusilazole + carbendazim,0.3,2589
2,2005,LONDRINA,PR,2,,Punch,DMI_MBC,flusilazole + carbendazim,1.7,2170.5
2,2005,LONDRINA,PR,3,,Punch,DMI_MBC,flusilazole + carbendazim,1.1,2301.1
2,2005,LONDRINA,PR,4,,Punch,DMI_MBC,flusilazole + carbendazim,1.8,2401.4
2,2005,LONDRINA,PR,1,,Rival,DMI,tebuconazole,0.3,1983
2,2005,LONDRINA,PR,2,,Rival,DMI,tebuconazole,2.3,2078.2
2,2005,LONDRINA,PR,3,,Rival,DMI,tebuconazole,1.7,2096.6
2,2005,LONDRINA,PR,4,,Rival,DMI,tebuconazole,1.6,2320.6
2,2005,LONDRINA,PR,1,,Rubigan,DMI,fenarimol,10,1789.8
2,2005,LONDRINA,PR,2,,Rubigan,DMI,fenarimol,6.3,1451.1
2,2005,LONDRINA,PR,3,,Rubigan,DMI,fenarimol,5.5,1571.9
2,2005,LONDRINA,PR,4,,Rubigan,DMI,fenarimol,7.3,1677.8
2,2005,LONDRINA,PR,1,,Systhane,DMI,myclobutanil,15,1608.4
2,2005,LONDRINA,PR,2,,Systhane,DMI,myclobutanil,9.5,1915.5
2,2005,LONDRINA,PR,3,,Systhane,DMI,myclobutanil,7,1677.8
2,2005,LONDRINA,PR,4,,Systhane,DMI,myclobutanil,10.8,1895.5
3,2005,UBERABA,MG,1,,Alert,DMI_MBC,flusilazole + carbendazim,3,2780
3,2005,UBERABA,MG,2,,Alert,DMI_MBC,flusilazole + carbendazim,0.2,2349.3
3,2005,UBERABA,MG,3,,Alert,DMI_MBC,flusilazole + carbendazim,5,2631.2
3,2005,UBERABA,MG,4,,Alert,DMI_MBC,flusilazole + carbendazim,1,2429.5
3,2005,UBERABA,MG,1,,Artea,DMI_DMI,cyproconazole + propiconazole,0.6,2797.9
3,2005,UBERABA,MG,2,,Artea,DMI_DMI,cyproconazole + propiconazole,0,2501.6
3,2005,UBERABA,MG,3,,Artea,DMI_DMI,cyproconazole + propiconazole,0.3,2576
3,2005,UBERABA,MG,4,,Artea,DMI_DMI,cyproconazole + propiconazole,0,1994.9
3,2005,UBERABA,MG,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0,3022.1
3,2005,UBERABA,MG,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0,2947.9
3,2005,UBERABA,MG,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0,2737.7
3,2005,UBERABA,MG,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.6,2928.6
3,2005,UBERABA,MG,1,,Charisma,QOI_DMI,flusilazole + famoxadone,2,2939.2
3,2005,UBERABA,MG,2,,Charisma,QOI_DMI,flusilazole + famoxadone,0,2881.5
3,2005,UBERABA,MG,3,,Charisma,QOI_DMI,flusilazole + famoxadone,5,2097.1
3,2005,UBERABA,MG,4,,Charisma,QOI_DMI,flusilazole + famoxadone,2,2023.5
3,2005,UBERABA,MG,1,,CHECK,CHECK,CHECK,50,1985.8
3,2005,UBERABA,MG,2,,CHECK,CHECK,CHECK,55,1696.5
3,2005,UBERABA,MG,3,,CHECK,CHECK,CHECK,45,2235.2
3,2005,UBERABA,MG,4,,CHECK,CHECK,CHECK,55,1709.1
3,2005,UBERABA,MG,1,,Domark,DMI,tetraconazol,0,2056.6
3,2005,UBERABA,MG,2,,Domark,DMI,tetraconazol,0.1,2725.4
3,2005,UBERABA,MG,3,,Domark,DMI,tetraconazol,3,2716.8
3,2005,UBERABA,MG,4,,Domark,DMI,tetraconazol,0.1,2318.3
3,2005,UBERABA,MG,1,,Eminent,DMI,tetraconazol,0.1,2640
3,2005,UBERABA,MG,2,,Eminent,DMI,tetraconazol,0,2531.3
3,2005,UBERABA,MG,3,,Eminent,DMI,tetraconazol,1,2746.5
3,2005,UBERABA,MG,4,,Eminent,DMI,tetraconazol,0,2395.3
3,2005,UBERABA,MG,1,,FOLICUR,DMI,tebuconazole,0,2631.7
3,2005,UBERABA,MG,2,,FOLICUR,DMI,tebuconazole,0,3031.2
3,2005,UBERABA,MG,3,,FOLICUR,DMI,tebuconazole,0,2779.7
3,2005,UBERABA,MG,4,,FOLICUR,DMI,tebuconazole,0.1,2098.9
3,2005,UBERABA,MG,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
3,2005,UBERABA,MG,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
3,2005,UBERABA,MG,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
3,2005,UBERABA,MG,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
3,2005,UBERABA,MG,1,,Opus,DMI,epoxiconazole,0.3,2518
3,2005,UBERABA,MG,2,,Opus,DMI,epoxiconazole,0.3,2471.4
3,2005,UBERABA,MG,3,,Opus,DMI,epoxiconazole,3,2773.9
3,2005,UBERABA,MG,4,,Opus,DMI,epoxiconazole,0.1,2915.4
3,2005,UBERABA,MG,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.1,2584.1
3,2005,UBERABA,MG,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0,2231.9
3,2005,UBERABA,MG,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0,2444.6
3,2005,UBERABA,MG,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0,2602.3
3,2005,UBERABA,MG,1,,Punch,DMI_MBC,flusilazole + carbendazim,3,2330.2
3,2005,UBERABA,MG,2,,Punch,DMI_MBC,flusilazole + carbendazim,0.5,2412.1
3,2005,UBERABA,MG,3,,Punch,DMI_MBC,flusilazole + carbendazim,0,2712
3,2005,UBERABA,MG,4,,Punch,DMI_MBC,flusilazole + carbendazim,0.6,2510.3
3,2005,UBERABA,MG,1,,Rival,DMI,tebuconazole,0,2561.8
3,2005,UBERABA,MG,2,,Rival,DMI,tebuconazole,0,2957.5
3,2005,UBERABA,MG,3,,Rival,DMI,tebuconazole,0,2329.4
3,2005,UBERABA,MG,4,,Rival,DMI,tebuconazole,0.2,2078.9
3,2005,UBERABA,MG,1,,Rubigan,DMI,fenarimol,30,2388.9
3,2005,UBERABA,MG,2,,Rubigan,DMI,fenarimol,25,2342.8
3,2005,UBERABA,MG,3,,Rubigan,DMI,fenarimol,30,2031.9
3,2005,UBERABA,MG,4,,Rubigan,DMI,fenarimol,18,2059.7
3,2005,UBERABA,MG,1,,Systhane,DMI,myclobutanil,10,2488.1
3,2005,UBERABA,MG,2,,Systhane,DMI,myclobutanil,8,2265.8
3,2005,UBERABA,MG,3,,Systhane,DMI,myclobutanil,0.6,2105.4
3,2005,UBERABA,MG,4,,Systhane,DMI,myclobutanil,0.6,2200.7
4,2005,MARACAJÚ,MS,1,,Alert,DMI_MBC,flusilazole + carbendazim,0.5,1374
4,2005,MARACAJÚ,MS,2,,Alert,DMI_MBC,flusilazole + carbendazim,0.8,1290
4,2005,MARACAJÚ,MS,3,,Alert,DMI_MBC,flusilazole + carbendazim,0.5,1332
4,2005,MARACAJÚ,MS,4,,Alert,DMI_MBC,flusilazole + carbendazim,0.5,
4,2005,MARACAJÚ,MS,1,,Artea,DMI_DMI,cyproconazole + propiconazole,0.5,996
4,2005,MARACAJÚ,MS,2,,Artea,DMI_DMI,cyproconazole + propiconazole,0.5,1020
4,2005,MARACAJÚ,MS,3,,Artea,DMI_DMI,cyproconazole + propiconazole,0.5,1386
4,2005,MARACAJÚ,MS,4,,Artea,DMI_DMI,cyproconazole + propiconazole,0.5,
4,2005,MARACAJÚ,MS,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.2,1308
4,2005,MARACAJÚ,MS,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.5,1386
4,2005,MARACAJÚ,MS,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.5,1326
4,2005,MARACAJÚ,MS,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,0.2,
4,2005,MARACAJÚ,MS,1,,Charisma,QOI_DMI,flusilazole + famoxadone,0.5,1374
4,2005,MARACAJÚ,MS,2,,Charisma,QOI_DMI,flusilazole + famoxadone,0.6,1566
4,2005,MARACAJÚ,MS,3,,Charisma,QOI_DMI,flusilazole + famoxadone,0.5,1422
4,2005,MARACAJÚ,MS,4,,Charisma,QOI_DMI,flusilazole + famoxadone,0.5,
4,2005,MARACAJÚ,MS,1,,CHECK,CHECK,CHECK,5,1578
4,2005,MARACAJÚ,MS,2,,CHECK,CHECK,CHECK,5.5,1146
4,2005,MARACAJÚ,MS,3,,CHECK,CHECK,CHECK,5,1326
4,2005,MARACAJÚ,MS,4,,CHECK,CHECK,CHECK,4.5,
4,2005,MARACAJÚ,MS,1,,Domark,DMI,tetraconazol,0.5,1332
4,2005,MARACAJÚ,MS,2,,Domark,DMI,tetraconazol,0.5,1344
4,2005,MARACAJÚ,MS,3,,Domark,DMI,tetraconazol,0.6,1320
4,2005,MARACAJÚ,MS,4,,Domark,DMI,tetraconazol,0.5,
4,2005,MARACAJÚ,MS,1,,Eminent,DMI,tetraconazol,,
4,2005,MARACAJÚ,MS,2,,Eminent,DMI,tetraconazol,,
4,2005,MARACAJÚ,MS,3,,Eminent,DMI,tetraconazol,,
4,2005,MARACAJÚ,MS,4,,Eminent,DMI,tetraconazol,,
4,2005,MARACAJÚ,MS,1,,FOLICUR,DMI,tebuconazole,0.5,1290
4,2005,MARACAJÚ,MS,2,,FOLICUR,DMI,tebuconazole,0.2,1350
4,2005,MARACAJÚ,MS,3,,FOLICUR,DMI,tebuconazole,0.5,1602
4,2005,MARACAJÚ,MS,4,,FOLICUR,DMI,tebuconazole,0.2,
4,2005,MARACAJÚ,MS,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
4,2005,MARACAJÚ,MS,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
4,2005,MARACAJÚ,MS,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
4,2005,MARACAJÚ,MS,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,,
4,2005,MARACAJÚ,MS,1,,Opus,DMI,epoxiconazole,0.5,1272
4,2005,MARACAJÚ,MS,2,,Opus,DMI,epoxiconazole,0.5,1494
4,2005,MARACAJÚ,MS,3,,Opus,DMI,epoxiconazole,0.5,1380
4,2005,MARACAJÚ,MS,4,,Opus,DMI,epoxiconazole,0.5,
4,2005,MARACAJÚ,MS,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.5,1380
4,2005,MARACAJÚ,MS,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.5,1092
4,2005,MARACAJÚ,MS,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.5,1056
4,2005,MARACAJÚ,MS,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,0.6,
4,2005,MARACAJÚ,MS,1,,Punch,DMI_MBC,flusilazole + carbendazim,0.8,1350
4,2005,MARACAJÚ,MS,2,,Punch,DMI_MBC,flusilazole + carbendazim,0.5,1254
4,2005,MARACAJÚ,MS,3,,Punch,DMI_MBC,flusilazole + carbendazim,1,1218
4,2005,MARACAJÚ,MS,4,,Punch,DMI_MBC,flusilazole + carbendazim,0.5,
4,2005,MARACAJÚ,MS,1,,Rival,DMI,tebuconazole,0.2,1662
4,2005,MARACAJÚ,MS,2,,Rival,DMI,tebuconazole,0.2,1482
4,2005,MARACAJÚ,MS,3,,Rival,DMI,tebuconazole,0.2,1218
4,2005,MARACAJÚ,MS,4,,Rival,DMI,tebuconazole,0.5,
4,2005,MARACAJÚ,MS,1,,Rubigan,DMI,fenarimol,,
4,2005,MARACAJÚ,MS,2,,Rubigan,DMI,fenarimol,,
4,2005,MARACAJÚ,MS,3,,Rubigan,DMI,fenarimol,,
4,2005,MARACAJÚ,MS,4,,Rubigan,DMI,fenarimol,,
4,2005,MARACAJÚ,MS,1,,Systhane,DMI,myclobutanil,1,1278
4,2005,MARACAJÚ,MS,2,,Systhane,DMI,myclobutanil,0.8,1170
4,2005,MARACAJÚ,MS,3,,Systhane,DMI,myclobutanil,1,1224
4,2005,MARACAJÚ,MS,4,,Systhane,DMI,myclobutanil,0.8,
5,2005,RONDONÓPOLIS,MT,1,,Alert,DMI_MBC,flusilazole + carbendazim,7,2075.7
5,2005,RONDONÓPOLIS,MT,2,,Alert,DMI_MBC,flusilazole + carbendazim,5,2242.6
5,2005,RONDONÓPOLIS,MT,3,,Alert,DMI_MBC,flusilazole + carbendazim,10,2220.2
5,2005,RONDONÓPOLIS,MT,4,,Alert,DMI_MBC,flusilazole + carbendazim,10,2479.9
5,2005,RONDONÓPOLIS,MT,1,,Artea,DMI_DMI,cyproconazole + propiconazole,5,2570.6
5,2005,RONDONÓPOLIS,MT,2,,Artea,DMI_DMI,cyproconazole + propiconazole,10,2291.4
5,2005,RONDONÓPOLIS,MT,3,,Artea,DMI_DMI,cyproconazole + propiconazole,3,2083.3
5,2005,RONDONÓPOLIS,MT,4,,Artea,DMI_DMI,cyproconazole + propiconazole,10,2389
5,2005,RONDONÓPOLIS,MT,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,2,2406.1
5,2005,RONDONÓPOLIS,MT,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,7,2408.1
5,2005,RONDONÓPOLIS,MT,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,2,2476.5
5,2005,RONDONÓPOLIS,MT,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,3,2575.9
5,2005,RONDONÓPOLIS,MT,1,,Charisma,QOI_DMI,flusilazole + famoxadone,7,2012.7
5,2005,RONDONÓPOLIS,MT,2,,Charisma,QOI_DMI,flusilazole + famoxadone,15,2098.9
5,2005,RONDONÓPOLIS,MT,3,,Charisma,QOI_DMI,flusilazole + famoxadone,10,2733.1
5,2005,RONDONÓPOLIS,MT,4,,Charisma,QOI_DMI,flusilazole + famoxadone,7,2669
5,2005,RONDONÓPOLIS,MT,1,,CHECK,CHECK,CHECK,70,808.7
5,2005,RONDONÓPOLIS,MT,2,,CHECK,CHECK,CHECK,70,1012.4
5,2005,RONDONÓPOLIS,MT,3,,CHECK,CHECK,CHECK,65,1076.3
5,2005,RONDONÓPOLIS,MT,4,,CHECK,CHECK,CHECK,70,1050
5,2005,RONDONÓPOLIS,MT,1,,Domark,DMI,tetraconazol,10,2227.4
5,2005,RONDONÓPOLIS,MT,2,,Domark,DMI,tetraconazol,7,2562.6
5,2005,RONDONÓPOLIS,MT,3,,Domark,DMI,tetraconazol,1,1864.1
5,2005,RONDONÓPOLIS,MT,4,,Domark,DMI,tetraconazol,5,2290.9
5,2005,RONDONÓPOLIS,MT,1,,Eminent,DMI,tetraconazol,7,2293.6
5,2005,RONDONÓPOLIS,MT,2,,Eminent,DMI,tetraconazol,10,1668.4
5,2005,RONDONÓPOLIS,MT,3,,Eminent,DMI,tetraconazol,5,2243.3
5,2005,RONDONÓPOLIS,MT,4,,Eminent,DMI,tetraconazol,10,1918.8
5,2005,RONDONÓPOLIS,MT,1,,FOLICUR,DMI,tebuconazole,2,2918.3
5,2005,RONDONÓPOLIS,MT,2,,FOLICUR,DMI,tebuconazole,3,2363.5
5,2005,RONDONÓPOLIS,MT,3,,FOLICUR,DMI,tebuconazole,2,2239.8
5,2005,RONDONÓPOLIS,MT,4,,FOLICUR,DMI,tebuconazole,2,2634
5,2005,RONDONÓPOLIS,MT,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,3,2521.3
5,2005,RONDONÓPOLIS,MT,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,2,3141.1
5,2005,RONDONÓPOLIS,MT,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,5,3322.8
5,2005,RONDONÓPOLIS,MT,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,5,2785.4
5,2005,RONDONÓPOLIS,MT,1,,Opus,DMI,epoxiconazole,1,1699.3
5,2005,RONDONÓPOLIS,MT,2,,Opus,DMI,epoxiconazole,1,2286
5,2005,RONDONÓPOLIS,MT,3,,Opus,DMI,epoxiconazole,3,1835.8
5,2005,RONDONÓPOLIS,MT,4,,Opus,DMI,epoxiconazole,1,2042.3
